Unnamed: 0,Total Publication,Total Citation,Total Years,Cite/Year,Cite/Paper,h index,g index,h(2) index,w index,h core citation,m index,f index,t index,tappered_h_index,Maxprod,wu index,pi index,weighted h index,woginger_index,Gh_index,Rm index,X index,h2upper_index,h2 center_index,h2 lower_index,k dash index,i10 index,normalized_h_index,platinium_h_index,m_qoutient_index,HI_index,AW_index,Ar index,V index,hm_index,hf index,gf index,gF index,hi index,h_m_index,k norm index,w norm index,gm index,A index,R index,P index,q2 index,e index,hg_index,pure h index,fractional g index,fractional h index,AWCR,Author/paper,cites/author,paper/author,k index,h dash index,hl norm,hc index,ha index,hi index s,Rational h index,Real h index
h2 center_index,0.1219951978585135,0.1096881682576817,0.0248659715065857,0.1260431150071108,0.3208488704065584,0.0800764401057766,0.0002755600996442,0.0668595781399663,0.0986468050557746,0.1386021365301308,0.242265225556138,0.0676364788893784,0.0442044534400793,0.1008091299993743,0.1463563230407432,0.1211632912448612,0.1785222896869944,0.1462180090478865,0.1876483993668608,0.0730670527721154,0.0447175159458685,0.3699862879047148,0.6792376058911465,1.0,0.3919634815747486,0.3654322313161869,0.0679415064194772,0.0062794923131866,0.1501447620979581,0.1696554663541032,0.0650456190894133,0.109688415909749,0.1909345906391192,0.1035976275038501,0.0897524850146017,0.0099020279295112,0.0980535632489284,0.1219951978585135,0.062218955257214,0.0767939674391167,0.0284498648057506,0.0234627717211065,0.1220689825155617,0.3246193381033938,0.1386021365301308,0.3055825203139914,0.0805913509825755,0.1979060750861955,0.0390204734967469,0.0699768202613608,0.0965386482885549,0.0122241922478451,0.0869399530230685,0.0607437293691513,0.1184057420358123,0.0902568634468739,0.2602166062753822,0.1841824289441228,0.0106704223232292,0.0271949471207076,0.1175622201624577,0.0622069261056981,0.0684269629204047,0.2459732193578978
h2 lower_index,0.513874369544346,0.073976231524595,0.430374029572356,0.0810427509231452,0.7988221804800323,0.197095380623133,0.2115568976156203,0.0728800248978208,0.0492424469759857,0.0334053147140713,0.0853584910030283,0.2129473060429808,0.2074357957575312,0.2640042937339536,0.0199654262018304,0.3333261982978052,0.0582486691912706,0.026802620047176,0.4093535481916149,0.2047507940890374,0.0992318540132615,0.3140100787768549,0.49534601297755,0.3919634815747486,1.0,0.6843879039416331,0.259409438371931,0.768123456022851,0.2872571416864017,0.1850544802559028,0.2160149051720055,0.0739751879019076,0.0125188917979077,0.0632635546992618,0.2492919017929789,0.1399793682136234,0.1152928795044554,0.513874369544346,0.1868499352655494,0.2436433826094695,0.1245067971627367,0.1302523588147191,0.5097681294067901,0.1036442674708698,0.0334053147140713,0.3251110882547666,0.0593967531575473,0.0072026120407836,0.2046047988270725,0.1942123004664649,0.1057590596499583,0.146656884784385,0.0791918559871448,0.0682471305448695,0.0819682962695224,0.5459295828397064,0.2122567415085324,0.013031009825134,0.1351957240574598,0.0992368634186253,0.0335203037854646,0.1868341739247745,0.1921801257013043,0.4334271220976485
k dash index,0.7378609036692493,0.4421530482068526,0.4870153737781382,0.3240295868576257,0.5449877512614145,0.5600988109259933,0.5548010644980824,0.4300007539080087,0.4167185303958988,0.4010852857338736,0.2683231316760699,0.5751777130726164,0.5729165816330117,0.6267354601819403,0.3914632942849683,0.6847845292860122,0.4025464838065427,0.3927999673402017,0.0163616361585179,0.570084204832078,0.4683960117387027,0.6071322385374457,0.5058542186634841,0.3654322313161869,0.6843879039416331,1.0,0.6273264409188364,0.5232654748161417,0.1531947317462353,0.1964996800733418,0.5544852584002273,0.442149845686621,0.3629646885568404,0.4303577537514674,0.6119834118203114,0.4964172861440036,0.4610809659380032,0.7378609036692493,0.5383407101715351,0.6109464325185179,0.4861552811971716,0.4916783117085654,0.7384921236149609,0.2428181643527438,0.4010852857338736,0.094753213525317,0.4279499265587415,0.3570062058533022,0.559019429119442,0.5542138253938726,0.4563835661821728,0.5084852173387084,0.4410243437237347,0.1126962125018314,0.4438970488372452,0.7240706862494531,0.0446299949462174,0.3516659233770032,0.4938787673961449,0.460362811828012,0.3892290089383712,0.5383303990786059,0.5539936213647613,0.738683573706648
i10 index,0.9422316316654517,0.947692026056528,0.5774151384212299,0.8574493618967933,0.0716854332099422,0.9867791092792944,0.974783838625092,0.9458584423497246,0.9449721720841808,0.9323586240696132,0.8353745576529487,0.9882762183393168,0.9878042857511692,0.9933265575207472,0.9238255079179042,0.9879087300830808,0.9226490934769594,0.927815272125922,0.6270832328931524,0.9853408276588268,0.9639467536154438,0.7749975218450311,0.0466352606952702,0.0679415064194772,0.259409438371931,0.6273264409188364,1.0,0.1346901985650574,0.7414243897244357,0.593632939955716,0.9579207894184382,0.9476922656543286,0.899360314042423,0.8362909357294256,0.9724440356251828,0.9640437436918856,0.9349329508651972,0.9422316316654517,0.9511235359229132,0.9711237691448522,0.9636544761614936,0.965104230291322,0.9432038343226876,0.8198838469071514,0.9323586240696132,0.7208404857968194,0.9431622120129514,0.9094471104804134,0.9851494514795488,0.9775261337228228,0.9404108417952692,0.9634228277397084,0.9332268965373344,0.2651516949340581,0.937786894264757,0.8918428209356213,0.4879960103159059,0.909714988621923,0.9635273432387482,0.9484252040483596,0.9096844755248584,0.9511329632416236,0.97499142411865,0.835616804800797
normalized_h_index,0.3934619132200857,0.0244512750716031,0.3413636150971503,0.186802841626066,0.914724107219986,0.0449896057420293,0.1029001533885838,0.0482912838490601,0.0519382490647315,0.0599336045759686,0.1630618346497166,0.0802324382926976,0.0787610663723235,0.1188958023393317,0.0698299373259643,0.1943375627187799,0.0210875242099677,0.0656606307703269,0.5132591623198294,0.0699475771138865,0.0222520491916694,0.083878006333319,0.5060803754661283,0.0062794923131866,0.768123456022851,0.5232654748161417,0.1346901985650574,1.0,0.4091402415287446,0.3700003194926495,0.0763587678927439,0.0244510541210291,0.0708330614024829,0.1250983547162629,0.1120710056354806,0.0155795544745895,0.0309185889908963,0.3934619132200857,0.0468771597188491,0.1281106278258682,0.0019266466243013,0.0065857216429063,0.3860086878409721,0.1503561518258556,0.0599336045759686,0.4076610021864084,0.0568567776780224,0.0814013817807247,0.0751745063413615,0.0486275087165629,0.015684774569133,0.0151890586841488,0.0301373529146516,0.1608031872929494,0.0120283798008546,0.4423919144923099,0.3002609708586769,0.0953941138077384,0.008200864665888,0.0260151531017019,0.0584614286953025,0.046860801938554,0.059755018825046,0.2942160458151408
platinium_h_index,0.5365467761763554,0.8467559770018963,0.1177636821236956,0.9641468132399856,0.5007626615376962,0.7831424211215839,0.7546510938116727,0.8371027754469649,0.846513446112201,0.8612049104469012,0.8630400222179244,0.7659923031009017,0.7698866657595016,0.7400749964779901,0.8651304900294191,0.687271723678231,0.8375337777787495,0.8624518768111104,0.8552625797363141,0.7727900763372881,0.8393362693056468,0.5343221824956629,0.3664447590345673,0.1501447620979581,0.2872571416864017,0.1531947317462353,0.7414243897244357,0.4091402415287446,1.0,0.838970192392537,0.7206747493968434,0.846754813653996,0.8421278524352336,0.8644010596336589,0.7145402379734176,0.7914043079751237,0.7732331431123419,0.5365467761763554,0.7381106098654043,0.7089318042975772,0.8030330048953545,0.801720707101211,0.5397544713079405,0.8681698085574172,0.8612049104469012,0.9303606199194948,0.8507803721410234,0.8666507578988654,0.7722427896344035,0.7668455135096414,0.7903877211277273,0.7855620339595113,0.850826100783686,0.3794462986998471,0.8208776671419462,0.4551431247379845,0.6246653643348721,0.8735609750535775,0.7946071440341891,0.83411723593242,0.8489562670039258,0.7381386276780191,0.7684064341438795,0.4862666604226124
m_qoutient_index,0.4351378382648919,0.6038975707443256,0.1899439438840786,0.8124103137253581,0.3239882614762179,0.6227925127318759,0.5740201152817551,0.6096870015620516,0.6122710602297932,0.6044427752252279,0.5699163045368976,0.6070470634234088,0.6020670765663617,0.598386483467487,0.6026217607256619,0.5621883435795575,0.5724566530825819,0.6023544177425266,0.6033352301656767,0.6102507623692963,0.6202064085011596,0.5134797357687805,0.0769714880149551,0.1696554663541032,0.1850544802559028,0.1964996800733418,0.593632939955716,0.3700003194926495,0.838970192392537,1.0,0.5455708762523989,0.603896657113654,0.5560279619797037,0.8324842501454501,0.558107567822038,0.5846008552729396,0.5448474785516852,0.4351378382648919,0.5621845658189495,0.5483082064183674,0.5909526635569191,0.5912715509691068,0.439462982373321,0.545220326975959,0.6044427752252279,0.6074761242150799,0.6134392764259222,0.5913517607512313,0.6014394562074501,0.5966066395842735,0.5599449112039804,0.5891483492747462,0.6384581862851393,0.4100161894372254,0.5680009402129963,0.331931059704559,0.3700480018274176,0.6005033432418003,0.5879395345647093,0.6459410122237526,0.6348084336704949,0.5621979912106957,0.6189694052822335,0.4247405802124869
HI_index,0.9046632956339052,0.9372037528979932,0.6230537089611751,0.8233896930285903,0.0148979227521235,0.970816765777582,0.9632159449226844,0.9434674211105184,0.9371340926487224,0.9273937902991064,0.8292237586257849,0.9688579479685974,0.970636581101986,0.9689244691232632,0.9159366387669629,0.9583133160765156,0.9200734018066148,0.9239866280989338,0.6633692152375846,0.9686226897230517,0.9531230809621256,0.7297382359200644,0.006388612543773,0.0650456190894133,0.2160149051720055,0.5544852584002273,0.9579207894184382,0.0763587678927439,0.7206747493968434,0.5455708762523989,1.0,0.937206119952392,0.9119520960088366,0.7795638264392925,0.9894125001987568,0.9813396231612148,0.9628105387835384,0.9046632956339052,0.9934076465001,0.9875878022218912,0.9785092915799434,0.979070539972754,0.9054368061224908,0.8256971639349507,0.9273937902991064,0.7300718039389943,0.9305074065044372,0.9089771569648942,0.9716994037453104,0.990240855297542,0.9676726284637508,0.9780076643702992,0.8919262989595059,0.0604074328815023,0.9567922221496028,0.9014278318737228,0.5278494505874203,0.9087530725360105,0.9811366876746844,0.9101389008509922,0.8720629511821069,0.993409328083964,0.9569320246113224,0.8000050663447043
AW_index,0.8536002431664543,0.9999999837324384,0.548552702247252,0.929267182491282,0.1438968091489512,0.96496513181281,0.9594583674323014,0.9857092338099216,0.98569833138823,0.9980462223722923,0.9385879206968863,0.9583514634135604,0.9640611430665964,0.9505230747374104,0.9953168583970738,0.9269451005234932,0.99379825848201,0.99715844593768,0.7504239818300407,0.9615088040873502,0.9947267626658782,0.6823791399427408,0.1777033118573494,0.109688415909749,0.0739751879019076,0.442149845686621,0.9476922656543286,0.0244510541210291,0.846754813653996,0.603896657113654,0.937206119952392,1.0,0.9819436873951158,0.8287038944655781,0.9351439697339864,0.9720658482581288,0.9580828139314304,0.8536002431664543,0.9357031921746564,0.9327834229454236,0.9770364098039538,0.9774558190785604,0.8548615630581875,0.9503622033174972,0.9980462223722923,0.8711091120957712,0.9892517433493228,0.991578063212056,0.9667079377742788,0.9587652554572312,0.9679067378962918,0.9649275043084828,0.9778784844874296,0.2654547503348563,0.989982150815686,0.8067224248810009,0.5965504636550085,0.9914982148771124,0.972918491021368,0.9644750999948366,0.9574045086148152,0.9357195993342764,0.9428323333602316,0.7285517632168037
Ar index,0.7967327706601114,0.9819433364445964,0.5539925013499782,0.909033635253088,0.2146263767236761,0.923293626352619,0.9261120922745236,0.9667004087265652,0.9677486139173544,0.986162811457236,0.9414502519278932,0.9160467950817142,0.924451052252537,0.902464535886138,0.98355386674813,0.8736472762752325,0.9863242474735808,0.9866286511402218,0.7744657421899749,0.918987078440894,0.9696784480404672,0.6101817023704617,0.2757431880367326,0.1909345906391192,0.0125188917979077,0.3629646885568404,0.899360314042423,0.0708330614024829,0.8421278524352336,0.5560279619797037,0.9119520960088366,0.9819436873951158,1.0,0.7806399487134679,0.900852191334344,0.9499299991171788,0.948572987434917,0.7967327706601114,0.9126455086895958,0.8983244713477581,0.9564976940695638,0.9561104394726636,0.798214769564633,0.9671674419092698,0.986162811457236,0.8950791765596346,0.969095559068424,0.9880109547204188,0.928866550705625,0.9261905804067978,0.9577403170889408,0.940387753257438,0.9478094745288528,0.2012243217704193,0.9817499477302192,0.7669451914683502,0.6270554591060555,0.9868972887422274,0.9512786693524894,0.9282687637266238,0.9314696104469724,0.912666574088793,0.8998185522095118,0.6673899377385193
V index,0.7167819727701679,0.8287036783926334,0.1650110600208942,0.9099725529485512,0.1501268334801842,0.859547585394373,0.8234512115374631,0.8370197010698265,0.8359017547816816,0.8247768144124284,0.7497000283537022,0.850691737430458,0.8466403257070979,0.8428278798477598,0.8178666100519063,0.814712631055458,0.7995117214207459,0.8211801582540058,0.6948710156482985,0.8555471289766116,0.8484734694355882,0.6979997226815372,0.0536506335361975,0.1035976275038501,0.0632635546992618,0.4303577537514674,0.8362909357294256,0.1250983547162629,0.8644010596336589,0.8324842501454501,0.7795638264392925,0.8287038944655781,0.7806399487134679,1.0,0.7969535904589619,0.8221868764855785,0.7830383501271395,0.7167819727701679,0.787543298107675,0.7935768833112775,0.8239201501561959,0.8250429063229516,0.7183628810143001,0.736224391440321,0.8247768144124284,0.7337308423210792,0.8333318844141311,0.806942239593726,0.8454395432055335,0.8306313932878562,0.7936749044196815,0.8206451118227363,0.8708576585964961,0.4517812950496622,0.793678756114263,0.6170551389625683,0.504893199557596,0.8137508618901216,0.8219060460505556,0.883745755277784,0.8630882619838772,0.7875661023956249,0.8412994277431111,0.6634573590746091
hm_index,0.9249773123787708,0.9351421774297364,0.6116935765327639,0.8259197135852516,0.0538770859885396,0.9759047456108574,0.9698160794110554,0.9367901918023256,0.9301910574154604,0.9214252008193804,0.8157684260498035,0.9768290743880896,0.9788096446471354,0.9821092361528566,0.911180435871973,0.9777771475036772,0.9141856715247664,0.917340143790376,0.6436648482236715,0.975995275488835,0.9513227936820308,0.7478441073341172,0.044901597511231,0.0897524850146017,0.2492919017929789,0.6119834118203114,0.9724440356251828,0.1120710056354806,0.7145402379734176,0.558107567822038,0.9894125001987568,0.9351439697339864,0.900852191334344,0.7969535904589619,1.0,0.976377900350728,0.9554296514716388,0.9249773123787708,0.9884178012352276,0.998314454542646,0.9730374782375182,0.9742126166700564,0.9256869755235696,0.8106540108071428,0.9214252008193804,0.7110602762844411,0.9260623598146368,0.8997068848947057,0.9777304265026724,0.9904852307332428,0.9601178950953532,0.9755470882087977,0.897667675185624,0.1132900970925463,0.950370319343279,0.9101274143845244,0.5134212093582166,0.8980896065406904,0.9757617230801812,0.9147227023583736,0.8722136192252952,0.9884154632747244,0.964132663872882,0.8356706901588395
hf index,0.8822696366789597,0.972065207621532,0.5880595231967923,0.8793218074971653,0.0660200399906519,0.9833558257210272,0.972046945579616,0.9807934995921296,0.9768791720210964,0.9669111740536834,0.8921549943376685,0.9790862591432538,0.9812239756806644,0.9723504406179564,0.9578286260057286,0.9519265509596816,0.9560386139870138,0.9642460784207968,0.732633194736523,0.9814200271969596,0.9841270360326198,0.7344896196219675,0.085697870480793,0.0099020279295112,0.1399793682136234,0.4964172861440036,0.9640437436918856,0.0155795544745895,0.7914043079751237,0.5846008552729396,0.9813396231612148,0.9720658482581288,0.9499299991171788,0.8221868764855785,0.976377900350728,1.0,0.973711106643754,0.8822696366789597,0.9813391588398148,0.9747846865471304,0.9991993765154744,0.9992764658866145,0.8830024766626682,0.8832292414033386,0.9669111740536834,0.8050174909150433,0.971680703666053,0.953942014617949,0.982393924930101,0.9909825961510428,0.9813094653787158,0.9928604059397502,0.9379195775052712,0.171031456357962,0.9783872658311658,0.8562232463880659,0.5618764398283628,0.9547130208807438,0.9996550085529892,0.9516507826985396,0.9240943354358728,0.9813488717732736,0.9663123804146524,0.7672551467658499
gf index,0.8644622786620425,0.9580825240075777,0.597774752455499,0.8620189715880443,0.0955112096269189,0.9517562774128828,0.9729379588966172,0.955716975956195,0.954804964877286,0.957002521157492,0.8768360571058643,0.9529419338369346,0.9628257838158218,0.9429059283671796,0.9475341552760708,0.9268197401800295,0.9575991362636378,0.9556313983845456,0.7409279399757952,0.9490533202069455,0.9607517751709028,0.6413703869603169,0.1648799525750183,0.0980535632489284,0.1152928795044554,0.4610809659380032,0.9349329508651972,0.0309185889908963,0.7732331431123419,0.5448474785516852,0.9628105387835384,0.9580828139314304,0.948572987434917,0.7830383501271395,0.9554296514716388,0.973711106643754,1.0,0.8644622786620425,0.962594062306877,0.9537835858572844,0.9746888810100162,0.9741657685176216,0.8654122331490189,0.8978201678418842,0.957002521157492,0.8087594418755365,0.9434618334043028,0.951896084607136,0.9673306362535232,0.9655444765875554,0.9926434657054632,0.9663303879017636,0.9167805068532768,0.1212444342181839,0.9709875233313948,0.8519759353888323,0.6378905840571297,0.9466101023062286,0.9728630782626634,0.9200586087211045,0.9025755156589635,0.9625980824449638,0.9417795893773098,0.7577440451767847
gF index,1.0,0.8535996677672044,0.6607084420855885,0.7144520813345981,0.3235766526284679,0.9126399082983306,0.9231486176130512,0.84468555771775,0.8369050972841177,0.8277398188831111,0.7050098948690018,0.92165835678751,0.9229857770378836,0.9430838983613672,0.8163579003510535,0.964018156959779,0.8351385695492777,0.8223879272462294,0.4058749621118617,0.9152217096769336,0.8684024937520036,0.7389422942245214,0.1781616689185237,0.1219951978585135,0.513874369544346,0.7378609036692493,0.9422316316654517,0.3934619132200857,0.5365467761763554,0.4351378382648919,0.9046632956339052,0.8536002431664543,0.7967327706601114,0.7167819727701679,0.9249773123787708,0.8822696366789597,0.8644622786620425,1.0,0.8867373295573205,0.9239854398766564,0.8777388886300245,0.8807007949021857,0.999573330250242,0.6985952815137547,0.8277398188831111,0.51847248205397,0.8364249141612992,0.7991395901006614,0.9223060308597356,0.9078993212358458,0.8648637846503592,0.883323908700041,0.8365026669347491,0.1800432947671116,0.8515496360785957,0.9740294148813604,0.3683433136410241,0.7946324154701475,0.8803123539406653,0.8478281489097977,0.8015904238054546,0.8867380841414274,0.9033913471364924,0.8530097260461347
hi index,0.8867373295573205,0.9357012046460776,0.6000490486720633,0.8322639922081729,0.0130962626916085,0.9662090861413736,0.9565793091120752,0.941443727458322,0.934579459048856,0.926759078113293,0.8298936999766492,0.9628394460052304,0.9648599461930482,0.9622967366479752,0.916340955988582,0.949840586254328,0.9179318432491004,0.9234421484810104,0.6817744229122191,0.9640694880498608,0.9507825778145848,0.723806364695621,0.015417191384637,0.062218955257214,0.1868499352655494,0.5383407101715351,0.9511235359229132,0.0468771597188491,0.7381106098654043,0.5621845658189495,0.9934076465001,0.9357031921746564,0.9126455086895958,0.787543298107675,0.9884178012352276,0.9813391588398148,0.962594062306877,0.8867373295573205,1.0,0.9865855783882184,0.9783606336845176,0.9787544867317772,0.8873508690196446,0.8284945089567961,0.926759078113293,0.7443378154316858,0.928601657006043,0.909091849886987,0.966138925297084,0.9909115801652068,0.9692441138104972,0.9774999291600832,0.8892065323450775,0.0659534887222317,0.9590971638697025,0.881633646916994,0.5359921508599879,0.9093517652745547,0.9812068639752806,0.9058723271864222,0.8678095113302075,0.9999999132368608,0.951951685995728,0.788310805027538
h_m_index,0.9239854398766564,0.9327816884454158,0.6124737784667993,0.8217644286276246,0.0679713111447842,0.9739186188668032,0.9677634243061736,0.9344921965888576,0.9284806019191738,0.9190991807409444,0.8120704089240074,0.9765020096648954,0.977311992812858,0.9801977262787696,0.9086092308156588,0.9758648854635638,0.9117053767288928,0.9148219010639012,0.6400022287567981,0.9760934649917146,0.949098535463936,0.7461623738406546,0.0570218002243488,0.0767939674391167,0.2436433826094695,0.6109464325185179,0.9711237691448522,0.1281106278258682,0.7089318042975772,0.5483082064183674,0.9875878022218912,0.9327834229454236,0.8983244713477581,0.7935768833112775,0.998314454542646,0.9747846865471304,0.9537835858572844,0.9239854398766564,0.9865855783882184,1.0,0.9710973314816328,0.972311434378096,0.9244426897252026,0.8073724904276424,0.9190991807409444,0.7066353935640126,0.9236884437384684,0.8975629141151235,0.97574974944283,0.9886761852636584,0.95817995268007,0.9737042492700366,0.8950269799507719,0.1056890081011862,0.9482329193183832,0.9098240863040566,0.5085743740339734,0.8959624487314478,0.9739422014062328,0.912854733342219,0.8706600399044374,0.986583161057469,0.9617047599967034,0.8347558525847253
k norm index,0.8777388886300245,0.9770357424602424,0.5832892145968699,0.8879119179592487,0.0855815871966685,0.9826265941675064,0.9722316974634372,0.9839059932452584,0.9812073657319544,0.972812196318144,0.9022395391525566,0.9778029394799462,0.9806543753023854,0.9706055159032048,0.9642250420515204,0.9490255711225686,0.9623059008096936,0.970344350844785,0.7404688944345476,0.9799211070577548,0.9874366093393494,0.7272395525185467,0.1089905221994402,0.0284498648057506,0.1245067971627367,0.4861552811971716,0.9636544761614936,0.0019266466243013,0.8030330048953545,0.5909526635569191,0.9785092915799434,0.9770364098039538,0.9564976940695638,0.8239201501561959,0.9730374782375182,0.9991993765154744,0.9746888810100162,0.8777388886300245,0.9783606336845176,0.9710973314816328,1.0,0.9999074213393236,0.8788376460164208,0.8945137331821511,0.972812196318144,0.8183565340735898,0.9765630939040943,0.9612373780048352,0.9820741637974512,0.9891447088543278,0.9826133236737644,0.9922487865144778,0.9435326492575192,0.1807360801909269,0.9820584325384788,0.8498048947748337,0.5691517556019291,0.9620629603361518,0.9994713344979498,0.9550904547681652,0.9302072816494574,0.9783717338339708,0.9649851327192244,0.760660178416434
w norm index,0.8807007949021857,0.9774552475399484,0.5842664723382517,0.8879628404392846,0.0797886163024629,0.9838521295317424,0.9728260691472096,0.9839183624252166,0.9809169486661236,0.972762861508244,0.9011969534887756,0.9789874516680066,0.9816863120196196,0.9723892607277786,0.964271976498912,0.951356564046846,0.9622570946061616,0.9702354810659922,0.7367638259783217,0.9813561159574498,0.987917130659704,0.7307715768688645,0.1017357477252105,0.0234627717211065,0.1302523588147191,0.4916783117085654,0.965104230291322,0.0065857216429063,0.801720707101211,0.5912715509691068,0.979070539972754,0.9774558190785604,0.9561104394726636,0.8250429063229516,0.9742126166700564,0.9992764658866145,0.9741657685176216,0.8807007949021857,0.9787544867317772,0.972311434378096,0.9999074213393236,1.0,0.8817411080335983,0.8933129532440174,0.972762861508244,0.8160570140384263,0.9767056742099166,0.9606576089416796,0.982990018444713,0.9899744336519648,0.9820678967440444,0.9924015123016128,0.9442306095660368,0.1832270457191107,0.9821160570209386,0.8521171184342765,0.5659280191563368,0.961544171148119,0.9994778943386948,0.9556401507649996,0.9301994939168794,0.9787655289983922,0.9661038890802668,0.7636364465835295
gm index,0.999573330250242,0.8548609732288793,0.6598412628525755,0.7166933032477958,0.3163551576608193,0.9135986601243312,0.9240728211627112,0.8458548368957125,0.8381313773590192,0.8291808427386549,0.7070830106037272,0.9221362042433068,0.9239225548009694,0.9439622400688542,0.817766349877464,0.9645549501972308,0.8364375952235864,0.823829840407094,0.4085084234603332,0.9154274020054362,0.8696439298918597,0.7387751622044908,0.1725914865610367,0.1220689825155617,0.5097681294067901,0.7384921236149609,0.9432038343226876,0.3860086878409721,0.5397544713079405,0.439462982373321,0.9054368061224908,0.8548615630581875,0.798214769564633,0.7183628810143001,0.9256869755235696,0.8830024766626682,0.8654122331490189,0.999573330250242,0.8873508690196446,0.9244426897252026,0.8788376460164208,0.8817411080335983,1.0,0.7005541569693,0.8291808427386549,0.5212363014950703,0.8378576643630348,0.8006789745620315,0.923238492965966,0.9087086002220012,0.8658353088623645,0.8842611801829221,0.8378377005246527,0.180634075060351,0.8526909895582879,0.9731334881314302,0.3707784397974299,0.7961955275519416,0.8811957437339368,0.8490876190649559,0.8027044578338339,0.8873516163056946,0.9044152628359988,0.8525799705265327
A index,0.6985952815137547,0.9503628532249916,0.4796886017941903,0.9108053462429488,0.341735193738166,0.8475707936255858,0.8634060395040816,0.9221317913377628,0.9298251706757092,0.9630284260630236,0.9600987591845132,0.8394153406926457,0.8538584791645978,0.8186713120465275,0.9668225837265488,0.7833857254170927,0.9684712639191774,0.9662714233359072,0.7978151528116363,0.8417767885982927,0.9230506367173208,0.5049730424855262,0.4222902074246262,0.3246193381033938,0.1036442674708698,0.2428181643527438,0.8198838469071514,0.1503561518258556,0.8681698085574172,0.545220326975959,0.8256971639349507,0.9503622033174972,0.9671674419092698,0.736224391440321,0.8106540108071428,0.8832292414033386,0.8978201678418842,0.6985952815137547,0.8284945089567961,0.8073724904276424,0.8945137331821511,0.8933129532440174,0.7005541569693,1.0,0.9630284260630236,0.9457096562914056,0.93425671833215,0.9771050240101362,0.8592940459098701,0.8454780258790782,0.910396071515082,0.8705451173301609,0.9233466734489448,0.2398574419286599,0.9423651665329664,0.6622219633591289,0.6901445966470511,0.9737839928721334,0.8849653655651084,0.8857518405712471,0.9109429714156576,0.8285174691526672,0.8341819670176216,0.5676143958781946
R index,0.8277398188831111,0.9980461247328024,0.5351824734681396,0.9331261225299444,0.1873908743227715,0.9550149480857985,0.9522129994553872,0.9854128898157,0.9864104069339056,1.0,0.9476692398251982,0.9478711532823776,0.9546021440438788,0.9355941002258004,0.9970084094104996,0.9075545261338464,0.9954811622378652,0.9996217528591016,0.77757564341639,0.9508949966539282,0.991501263978759,0.657661110138631,0.2243773727591157,0.1386021365301308,0.0334053147140713,0.4010852857338736,0.9323586240696132,0.0599336045759686,0.8612049104469012,0.6044427752252279,0.9273937902991064,0.9980462223722923,0.986162811457236,0.8247768144124284,0.9214252008193804,0.9669111740536834,0.957002521157492,0.8277398188831111,0.926759078113293,0.9190991807409444,0.972812196318144,0.972762861508244,0.8291808427386549,0.9630284260630236,1.0,0.8928192179607619,0.9884547918690494,0.9970916904139574,0.9580338252606267,0.9492657565374002,0.9673190946554904,0.9586373082722296,0.9753180879744874,0.2639206295769583,0.9879770253049908,0.7814483737840402,0.6230130630479983,0.9968925536851924,0.9678998261464214,0.9613858605215252,0.9585888615630588,0.9267766034672632,0.9330629418764974,0.7056260080824803
P index,0.51847248205397,0.8711095799511189,0.3237995785533556,0.8934138583349528,0.5660796573410056,0.7677266187726811,0.7604657357458104,0.8547985962933438,0.8664564413807921,0.8928192179607619,0.9222084193993044,0.7515466463827741,0.763289843179615,0.719443610223608,0.9004875843650472,0.6647624938502382,0.8791042529142435,0.8968159976812876,0.8987759919314343,0.7582843654032194,0.8499364852451206,0.462662930726881,0.5055967399381563,0.3055825203139914,0.3251110882547666,0.094753213525317,0.7208404857968194,0.4076610021864084,0.9303606199194948,0.6074761242150799,0.7300718039389943,0.8711091120957712,0.8950791765596346,0.7337308423210792,0.7110602762844411,0.8050174909150433,0.8087594418755365,0.51847248205397,0.7443378154316858,0.7066353935640126,0.8183565340735898,0.8160570140384263,0.5212363014950703,0.9457096562914056,0.8928192179607619,1.0,0.8704629199671325,0.9099905852989812,0.767176104332446,0.7624759419016975,0.8245185323000124,0.7940887981845509,0.852383100009159,0.2941710217601976,0.8575408542696866,0.4651160399047085,0.7263231561919431,0.9128801142845332,0.8078552334983775,0.824580268837625,0.852960509837584,0.7443666316811663,0.753962113120312,0.45233452365651
q2 index,0.8364249141612992,0.9892516401441696,0.5340465690124808,0.9230485900586006,0.1578456349160295,0.9643119237713578,0.9484791511914225,0.9902089571861212,0.9916636551782207,0.9884547918690494,0.959492741886823,0.9566634633396816,0.9604648698116448,0.9453994624754306,0.9845782264980236,0.9172935644263552,0.9760900813778152,0.9873880079671578,0.7641618214074495,0.9605700097332182,0.992625594630117,0.7214976239291446,0.1715218901865351,0.0805913509825755,0.0593967531575473,0.4279499265587415,0.9431622120129514,0.0568567776780224,0.8507803721410234,0.6134392764259222,0.9305074065044372,0.9892517433493228,0.969095559068424,0.8333318844141311,0.9260623598146368,0.971680703666053,0.9434618334043028,0.8364249141612992,0.928601657006043,0.9236884437384684,0.9765630939040943,0.9767056742099166,0.8378576643630348,0.93425671833215,0.9884547918690494,0.8704629199671325,1.0,0.9807393195412184,0.9605778253479472,0.9549383869640756,0.9545617068835128,0.9632543401721392,0.9693457665975368,0.2860866466222581,0.9769744306240362,0.7837156954457795,0.5775270932907901,0.9822249187673966,0.9727876609121028,0.9704934439176812,0.9608394756999762,0.928619930530288,0.9413493446106548,0.7172271099506073
